1000 10000
190 414 61
670 741 8
917 766 37
71 436 48
978 739 31
319 123 80
444 874 98
904 321 14
358 700 15
310 480 8
104 721 37
107 849 17
429 704 71
195 448 54
235 632 17
464 892 23
870 882 10
319 632 79
342 133 85
65 829 55
188 505 4
4 390 39
729 124 80
631 730 31
894 225 35
857 6 80
597 899 49
307 600 93
751 94 66
657 709 34
836 855 50
597 324 96
718 207 37
356 544 83
958 900 83
623 682 11
198 944 54
571 229 52
357 775 83
58 761 18
982 989 93
216 256 5
169 694 13
846 195 33
728 973 91
362 910 79
907 590 100
445 192 43
445 484 41
340 213 41
21 827 55
776 628 96
430 782 29
222 473 86
760 683 12
928 371 97
525 514 83
602 623 31
732 58 83
949 995 43
745 188 49
775 308 14
538 653 95
177 417 47
684 656 11
912 757 92
100 58 39
405 449 3
999 525 26
381 336 57
986 86 17
601 978 42
810 935 15
615 953 18
46 789 90
919 207 74
336 507 96
671 310 82
736 477 79
112 837 73
145 590 45
862 146 88
146 354 97
772 315 74
326 132 92
782 116 1
236 306 72
589 76 76
280 540 81
239 872 15
792 841 83
980 191 95
119 546 5
282 939 7
358 805 17
418 374 67
694 227 29
600 499 1
31 90 68
295 9 7
989 412 91
547 564 35
325 118 29
485 780 39
220 234 59
306 227 85
497 317 28
973 387 92
94 306 99
920 838 65
946 837 52
415 868 63
810 665 98
917 320 87
708 26 8
237 699 78
714 788 4
715 976 58
917 842 58
32 351 88
536 536 7
801 411 72
305 633 75
584 691 35
179 633 14
746 28 48
822 621 80
735 237 9
589 614 37
990 194 83
511 307 62
246 402 13
544 836 61
870 337 54
829 719 13
358 671 30
283 118 4
323 966 41
976 894 91
423 776 75
144 298 42
375 383 65
761 822 46
235 323 35
48 941 80
73 624 44
930 691 85
587 53 26
204 212 44
52 710 23
260 603 97
439 234 21
901 732 6
88 358 70
959 515 57
177 537 49
836 914 88
967 694 75
388 719 12
546 277 59
746 819 13
112 730 75
533 324 85
907 900 8
504 492 16
382 311 18
258 736 31
636 923 1
142 282 94
697 362 57
476 832 40
455 414 43
791 482 6
602 601 55
174 976 56
756 707 76
467 114 3
362 480 30
38 197 54
238 879 39
402 869 58
363 204 70
23 206 85
460 999 26
215 57 58
133 907 82
746 797 87
943 999 59
162 851 70
209 361 59
278 409 41
266 766 38
771 537 3
768 763 47
783 223 64
460 775 11
477 382 100
883 374 31
836 251 45
503 576 5
639 192 76
996 535 71
990 747 69
715 805 16
179 788 36
635 380 1
175 915 12
395 60 73
675 416 79
817 545 13
255 393 44
605 987 37
686 455 24
679 884 33
895 729 50
509 684 93
854 743 8
502 944 42
889 865 31
762 119 50
764 910 42
40 684 4
486 541 64
79 744 66
505 463 17
220 948 68
790 82 65
322 67 76
71 433 94
405 950 97
18 111 84
607 670 99
381 79 28
484 910 54
972 719 75
389 221 14
149 215 10
504 144 76
221 951 9
334 655 80
280 543 52
4 708 33
572 589 51
106 647 8
126 970 88
799 636 86
637 253 88
772 795 9
658 255 66
460 359 87
382 261 16
819 936 11
252 321 47
492 553 78
235 961 7
864 482 63
325 599 37
806 943 11
242 519 79
142 280 58
894 876 72
749 159 52
566 163 45
364 709 65
207 407 29
496 373 73
648 827 86
892 470 93
307 459 41
546 782 16
304 700 6
222 530 15
121 727 2
188 391 90
983 634 72
924 364 5
100 342 61
525 350 95
239 394 27
895 138 58
235 55 45
808 575 57
448 602 1
296 185 28
233 14 65
364 623 52
516 751 35
575 254 85
301 639 37
788 635 10
899 845 70
102 453 9
786 177 51
713 425 100
935 721 54
726 965 28
495 871 91
530 813 34
544 921 30
639 57 37
262 984 74
258 948 94
648 242 69
243 958 68
576 432 41
169 715 24
943 144 65
707 947 82
446 804 22
120 448 34
390 232 63
64 219 64
194 376 57
112 247 52
79 737 20
610 676 55
547 987 40
690 549 32
555 757 40
627 331 16
811 49 67
736 448 71
218 675 66
619 860 16
123 799 39
330 404 45
885 400 41
573 246 73
84 705 57
153 422 8
582 848 71
280 252 2
854 254 87
206 299 76
245 425 93
45 212 25
252 354 81
747 337 71
444 431 95
871 898 92
542 818 49
383 588 37
851 80 24
693 309 11
141 915 83
637 497 12
731 744 31
641 912 46
337 937 52
501 221 53
574 61 54
667 753 44
229 291 69
145 270 96
957 323 62
110 540 1
513 205 84
400 984 91
872 280 32
89 56 86
349 372 9
397 320 62
288 456 69
765 864 40
228 501 26
424 723 35
319 329 37
813 562 72
221 725 66
722 447 67
477 343 91
600 491 55
226 617 88
884 656 10
612 320 38
199 215 54
917 134 65
183 515 5
164 936 32
109 700 87
677 329 13
133 62 51
567 277 70
881 559 57
860 599 57
118 989 22
341 636 56
757 765 83
28 861 30
723 821 42
119 440 61
690 435 88
132 568 58
829 163 38
120 289 20
744 397 39
686 421 69
710 644 7
94 802 99
193 49 32
627 9 76
126 398 84
500 728 47
310 532 27
876 129 53
654 309 55
362 265 69
767 443 47
898 498 16
551 423 4
834 698 49
894 546 32
174 625 66
82 959 65
756 951 18
684 487 75
617 899 9
153 28 22
826 229 39
441 575 49
812 230 89
563 571 66
388 498 18
792 887 68
39 293 16
715 607 34
68 499 20
399 123 19
373 478 61
97 951 65
562 924 6
138 945 88
310 902 23
991 383 57
504 666 24
416 526 93
562 354 19
724 204 10
630 995 45
275 31 9
692 239 48
771 643 11
733 108 80
948 721 35
436 59 25
684 338 65
367 465 59
492 344 50
570 961 71
816 45 62
404 416 43
883 706 53
937 543 73
488 889 3
134 765 68
811 220 44
912 474 26
854 76 92
357 862 97
380 82 100
129 904 83
154 530 75
947 775 21
528 523 30
110 404 51
885 520 24
480 237 87
336 514 39
662 988 33
896 995 45
870 127 26
909 485 28
139 54 42
644 65 95
85 479 19
151 32 82
838 93 69
435 318 54
391 901 21
720 170 38
329 943 85
373 927 16
68 275 96
193 734 14
547 730 62
531 433 21
349 89 72
931 706 69
894 345 70
46 690 47
212 529 79
102 546 2
563 395 77
143 574 10
473 971 6
316 821 76
171 443 40
840 2 56
654 58 62
485 766 54
782 496 41
201 572 30
307 507 43
851 611 24
847 405 72
971 344 28
882 428 28
687 985 95
454 424 42
671 323 36
51 569 68
786 700 91
500 847 1
158 330 86
40 192 25
324 163 87
714 790 33
258 90 24
25 85 92
799 849 100
56 369 91
323 105 34
623 46 62
748 556 13
281 183 56
866 203 6
132 592 56
148 112 16
796 251 2
888 182 57
481 439 78
279 555 58
532 340 53
206 589 35
934 680 90
519 915 85
424 525 87
782 135 46
348 801 1
740 618 92
659 517 24
656 240 46
341 87 28
105 744 30
692 136 61
437 910 9
313 710 60
461 265 26
46 186 32
166 516 16
618 299 58
601 689 87
8 10 68
484 745 27
584 260 42
736 382 53
892 963 1
121 841 100
148 486 98
441 668 100
899 60 81
597 250 95
488 997 63
134 922 71
750 753 83
177 704 66
973 30 30
559 435 62
479 111 31
878 96 21
707 911 36
959 437 62
61 370 59
958 495 58
715 301 62
860 573 9
514 505 79
8 322 22
343 444 96
714 79 18
919 848 4
591 367 1
351 346 96
752 266 19
125 732 15
331 498 61
781 787 47
480 529 42
236 969 22
709 609 30
513 965 30
379 530 18
783 798 57
231 95 10
365 812 50
234 369 46
46 431 10
681 339 57
417 870 91
157 445 45
850 393 48
59 881 89
951 607 60
758 249 58
267 145 27
841 207 7
935 524 100
701 459 13
572 188 33
905 456 95
122 476 29
804 111 83
173 774 29
565 299 83
986 74 4
900 84 49
246 766 75
895 20 71
744 939 5
630 805 100
922 664 96
663 697 65
451 645 47
378 200 57
592 465 74
590 374 2
103 964 61
226 706 5
26 838 9
749 848 14
490 814 69
727 215 53
682 836 87
590 612 87
304 735 68
322 557 34
119 608 71
872 567 97
455 373 35
811 441 98
707 879 1
694 967 34
874 652 87
380 168 72
416 430 83
120 200 98
746 562 8
229 951 31
213 42 28
976 967 31
927 564 12
137 714 14
324 744 72
781 226 10
186 606 76
87 719 68
398 757 12
242 741 11
693 301 97
296 435 65
68 206 30
415 189 71
417 175 24
919 787 6
279 136 90
37 479 85
758 376 90
299 403 76
224 689 5
85 697 64
269 158 31
606 25 16
528 812 61
641 279 73
360 54 65
856 522 43
24 511 46
289 494 50
